Review #,Brand,Variety,Style,Country,Stars,Top Ten
2274.0,Suimin,Noodles With Braised Beef Flavour,Cup,Australia,4.0,
2273.0,Uni-President,A Q Bucket Noodle Korean Kimchi Flavor,Bowl,Taiwan,4.0,
2272.0,Nissin,Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,4.0,
2271.0,Sichuan Baijia,Chongqing Noodles Burning Dry Noodles,Pack,China,5.0,
2270.0,Samyang Foods,Fresh Bibimmyun Fried Noodle,Pack,South Korea,4.0,
2269.0,Wai Wai,Instant Noodles Veg Masala Flavour,Pack,India,4.0,
2268.0,Nissin,Nupasta Neapolitan Flavour Instant Noodle,Pack,Hong Kong,5.0,
2267.0,Shirakiku,Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base,Pack,USA,2.0,
2266.0,Nissin,Disney Cuties Instant Noodle Crab Flavour,Cup,Thailand,4.0,
2265.0,Nissin,Cup Noodles Rich Soft Shelled Turle Soup,Cup,Japan,3.0,
2264.0,Unif Tung-I,Instant Vegetarian Beehoon Rice Vermicelli,Pack,Taiwan,1.0,
2263.0,Sichuan Baijia,Broad Noodle Artificial Beef Flavor Hot Pot,Pack,China,4.0,
2262.0,Dream Kitchen,Curry Flavour Instant Noodles,Cup,USA,5.0,
2261.0,Tablemark,Tohokuno Aji Yonezawa Ramen,Bowl,Japan,4.0,
2260.0,Uni-President,Science Noodle (X'Mas Edition),Pack,Taiwan,5.0,
2259.0,Farmer's Heart,Pho Beef Flavor Vietnamese Rice Noodle Soup,Bowl,USA,3.75,
2258.0,Kamfen,Instant Wonton Noodles Scallop Lobster Soup Flavour,Bowl,Hong Kong,4.3,
2257.0,Fuku,Tom Yam Soup Instant Noodle,Pack,Hong Kong,2.3,
2256.0,Goku-Uma,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,USA,3.0,
2255.0,Daikoku,Hiroshima Flavor Yakisoba,Tray,Japan,5.0,
2254.0,Nissin,Disney Cuties Instant Noodle Seaweed Flavour,Cup,Thailand,3.0,
2253.0,Singa-Me,Instant Noodles Mi Goreng Flavour,Cup,Australia,4.0,
2252.0,New Touch,Sugomen Sano Ramen,Bowl,Japan,5.0,
2251.0,Ottogi,Ramyon Sabor Y Camaron,Pack,Mexico,4.0,
2250.0,Nissin,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,Hong Kong,4.0,
2249.0,Love Cook,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,Taiwan,4.0,
2248.0,Nongshim,Shin Noodle Soup,Cup,USA,5.0,
2247.0,Nissin,Sapporo Noukou Miso Ramen,Bowl,Japan,5.0,
2246.0,Dream Kitchen,Soy Sauce,Cup,USA,4.0,
2245.0,Nissin,Vietnamese Chicken Coriander Flavour Vermicelli,Cup,Hong Kong,4.0,
2244.0,Kang Shi Fu,Artificial Spicy Beef Flavour,Pack,Hong Kong,4.0,
2243.0,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Hong Kong,4.0,
2242.0,Great Value,Beef Style Noodles With Vegetables,Cup,Canada,3.0,
2241.0,Fuku,Spicy Soup Instant Noodle Beef Flavour,Pack,Hong Kong,4.0,
2240.0,Wang,Rice Noodle Anchovy Flavor,Bowl,South Korea,3.0,
2239.0,Nissin,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,USA,4.0,
2238.0,Asian Thai Foods,Rumpum Gundruk Flavour,Pack,Nepal,1.0,
2237.0,Nissin,Cup Noodle Light+ Bagna Cauda,Cup,Japan,5.0,
2236.0,Maruchan,Gotsumori Koku Tonkotsu Ramen,Bowl,Japan,4.0,
2235.0,Fashion Food,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,Thailand,4.0,
2234.0,Paldo,Bibim Men,Bowl,South Korea,5.0,
2233.0,Nissin,Cup Noodles Milk Seafood Flavour,Cup,Hong Kong,4.0,
2232.0,Nissin,Spicy Chikin Donburi,Bowl,Japan,5.0,
2231.0,Fantastic,Noodle Chicken Flavour,Cup,Australia,4.0,
2230.0,Marutai,Kuroma-Yu Tonkotsu Kumamoto Ramen,Pack,Japan,4.0,
2229.0,Kang Shi Fu,Artificial Beef With Sauerkraut Flavour,Pack,Hong Kong,4.0,
2228.0,Nissin,Raoh Shoyu Ramen,Bowl,Japan,5.0,
2227.0,Maruchan,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,USA,4.0,
2226.0,Nagatanien,Hiyashi Soba Taidashi Goma,Pack,Japan,3.0,
2225.0,Fuku,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,Hong Kong,4.0,
2224.0,Wai Wai,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,India,4.0,
2223.0,KOKA,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,Singapore,4.0,
2222.0,Nyor Nyar,Vegetarian Penang White Curry,Pack,Malaysia,5.0,
2221.0,Nissin,Cup Noodle Seafood,Cup,Japan,5.0,
2220.0,Paldo,Budae Jjigae,Pack,South Korea,5.0,
2219.0,Fantastic,Noodles Crispy Bacon Flavour,Cup,Australia,1.0,
2218.0,Tseng Noodles,Spicy Braised Pork Flavor,Pack,Taiwan,4.0,
2217.0,Nissin,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,Hong Kong,5.0,
2216.0,A-Sha Dry Noodle,Chow Mein Spicy Flavor,Tray,Taiwan,3.0,
2215.0,Myojo,Mee Goreng Spicy Flavour,Pack,Singapore,5.0,
2214.0,Sapporo Ichiban,Tabimen Nagasaki Chanpon,Bowl,Japan,4.0,
2213.0,Acecook,Oh! Ricey Pork Flavour,Pack,Vietnam,4.0,
2212.0,Paldo,Bul Jjamppong,Pack,South Korea,4.0,
2211.0,Nissin,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,Thailand,3.0,
2210.0,Morre,Instant Noodles Masala,Pack,Pakistan,4.0,
2209.0,Nissin,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5.0,
2208.0,Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base,Pack,USA,0.0,
2207.0,Nissin,Big Cup Noodles Tonkotsu Flavour,Cup,Hong Kong,3.0,
2206.0,Nissin,Deka Buto Kuro M-yu Tonkotsu,Bowl,Japan,5.0,
2205.0,Maruchan,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,USA,4.0,
2204.0,Nissin,Cup Noodles Sabor Galinha Caipira,Cup,Brazil,4.0,
2203.0,Nongshim,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,USA,4.0,
2202.0,Nissin,Nupasta Vongole Flavour Instant Noodle,Cup,Hong Kong,4.0,
2201.0,Mr. Lee's Noodles,Penang Chicken Curry Laksa,Cup,UK,2.0,
2200.0,Mr. Lee's Noodles,Shaolin Monk Vegetables,Cup,UK,5.0,
2199.0,Mr. Lee's Noodles,Tai Chi Chicken,Cup,UK,3.0,
2198.0,Mr. Lee's Noodles,Dragon Fire Mushroom,Cup,UK,3.0,
2197.0,Mr. Lee's Noodles,Hong Kong Street Beef,Cup,UK,5.0,
2196.0,Mr. Lee's Noodles,Warrior Fighting Shrimp,Cup,UK,3.3,
2195.0,Nissin,Gyorai Inaniwa Chuka Soba,Bowl,Japan,5.0,
2194.0,Fuku,Chicken Flavour Instant Noodle,Pack,Hong Kong,4.0,
2193.0,Knorr,Chicken Flavored Instant Noodles,Pack,Pakistan,3.0,
2192.0,Nyor Nyar,Penang White Curry Instant Noodle,Pack,Malaysia,5.0,
2191.0,Choumama,XO Scallops Sauce Dry Noodles,Pack,Taiwan,4.0,
2190.0,Myojo,Barikata Noukou Tonkotsu Shoyu,Bowl,Japan,4.75,
2189.0,Nissin,Demae Ramen Sesame Oil Flavour Cup,Cup,Hong Kong,4.0,
2188.0,Singa-Me,Instant Noodles Chicken Flavour,Cup,Australia,2.5,
2187.0,Pulmuone,Non-Fried Ramyun Noodle (Crab Flavor),Pack,South Korea,5.0,
2186.0,Master Kong,Assorted Seafood Noodles,Pack,China,4.0,
2185.0,Nissin,Raoh Hot & Sour Ramen,Pack,Japan,5.0,
2184.0,President Rice,Coriander Instant Rice Noodles,Bowl,Thailand,2.75,
2183.0,MAMA,Instant Rice Noodles Moo Nam Tok Flavour,Pack,Thailand,3.5,
2182.0,MAMA,Instant Rice Vermicelli Clear Soup,Pack,Thailand,3.5,
2181.0,MAMA,Instant Rice Noodles Chicken Flavour,Pack,Thailand,4.0,
2180.0,MAMA,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,Thailand,3.0,
2179.0,MAMA,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,Thailand,5.0,
2178.0,MAMA,Instant Tom Yam Rice Noodles,Pack,Thailand,4.0,
2177.0,MAMA,Instant Rice Noodles Vegetable Flavour,Pack,Thailand,4.0,
2176.0,MAMA,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,Thailand,5.0,
2175.0,MAMA,Instant Flat Noodles Clear Soup,Pack,Thailand,4.0,
2174.0,MAMA,Cup Rice Noodles Tom Saab Flavour,Cup,Thailand,5.0,
2173.0,MAMA,Instant Rice Noodles Stew Beef Flavour,Pack,Thailand,4.0,
2172.0,MAMA,Instant Rice Noodles Phnom Penh Style,Pack,Thailand,4.0,
2171.0,MAMA,Instant Flat Noodles Tom Yam Flavour,Pack,Thailand,4.0,
2170.0,Maruchan,Ramen Noodle soup Mushroom Flavor,Pack,USA,4.0,
2169.0,Happy Family,Vegetable Flavour Instant Noodles,Pack,Singapore,4.0,
2168.0,Tseng Noodles,Rice Noodle Shallot With Braised Pork Flavor,Pack,Taiwan,5.0,
2167.0,Great Value,Vegetable Flavour Noodles With Vegetables,Cup,Canada,3.0,
2166.0,JML,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,China,4.0,
2165.0,Suimin,Noodles With Hot & Spicy Flavour,Cup,Australia,3.0,
2164.0,Tseng Noodles,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,Taiwan,5.0,
2163.0,Nissin,Piritto Karakuchi Tantan Udon,Bowl,Japan,4.0,
2162.0,Tseng Noodles,Rice Noodle Seafood Laksa Flavour,Pack,Taiwan,5.0,
2161.0,Nongshim,Chal Bibim Myun,Pack,South Korea,5.0,
2160.0,Menraku,Japanese Yakisoba Umami Sauce,Bowl,Japan,5.0,
2159.0,La Moderna,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,Mexico,3.0,
2158.0,A-Sha Dry Noodle,Chow Mein Original Flavor,Tray,Taiwan,5.0,
2157.0,Master Kong,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,China,4.0,
2156.0,A-Sha Dry Noodle,Chow Mein Oyster Sauce BBQ Flavor,Tray,Taiwan,2.0,
2155.0,Jingqi,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,4.0,
2154.0,Jingqi,Black Eyes Bean Original Noodle With Sesame Sauce,Pack,Taiwan,4.0,
2153.0,Jingqi,Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce,Pack,Taiwan,4.0,
2152.0,Jingqi,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5.0,
2151.0,Jingqi,Aloe Vera Guan Mian Original Noodle With Sesame Sauce,Pack,Taiwan,5.0,
2150.0,Jingqi,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,Taiwan,3.0,
2149.0,Jingqi,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Pack,Taiwan,5.0,
2148.0,Jingqi,Black Eyes Bean Pumpkin Noodles With Basil Sauce,Pack,Taiwan,5.0,
2147.0,Maruchan,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,USA,3.0,
2146.0,Sapporo Ichiban,Kun Ramen Sumo-kuchikin (Smoked Chicken),Bowl,Japan,3.0,
2145.0,Dream Kitchen,Tonkotsu,Cup,USA,3.0,
2144.0,Nissin,Lamen Sabor Picanha,Pack,Brazil,4.0,
2143.0,Thien Houng Foods,Lemon Chicken Flavour Instant Noodles,Pack,Vietnam,3.0,
2142.0,Maruchan,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,USA,4.0,
2141.0,Nissin,Men Shokunin Kaoruyasai Shio,Bowl,Japan,5.0,
2140.0,Wang,Rice Noodle Seafood Flavour,Bowl,South Korea,5.0,
2139.0,Fuku,Superior Soup Instant Noodles (Mfg in Thailand),Pack,Hong Kong,4.0,
2138.0,Fuku,Superior Soup Instant Noodles (Mfg in Vietnam),Pack,Hong Kong,4.0,
2137.0,Nissin,Demae Ramen Spicy Curry Flavour Instant Noodles,Pack,Hong Kong,4.0,
2136.0,Nissin,Demae Ramen Roast Beef Flavour Instant Noodles,Pack,Hong Kong,4.0,
2135.0,Doll,Instant Noodle Supreme Abalone And Chicken Flavour,Pack,Hong Kong,2.0,
2134.0,Four Seas,Chicken Flavour Instant Noodle,Pack,Hong Kong,4.0,
2133.0,Nissin,Kimchi Chikin Ramen Donburi,Bowl,Japan,5.0,
2132.0,Maruchan,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,USA,5.0,
2131.0,Myojo,Mee Goreng Thai Tom Yum Flavour,Pack,Singapore,4.0,
2130.0,Kang Shi Fu,Artificial Salted Beef With Mushrooms Flavour,Pack,Hong Kong,4.0,
2129.0,CarJEN,Hot & Spicy Dry Curry With Chives Soup,Pack,Malaysia,5.0,
2128.0,Sapporo Ichiban,Taimeiken Yousyoku Yasangatsukutta Omumen,Cup,Japan,4.0,
2127.0,Suimin,Noodles With Chicken & Sweet Corn Flavour,Cup,Australia,2.25,
2126.0,Nissin,Mennippon Oumi Chanpon,Bowl,Japan,5.0,
2125.0,Happy Family,Curry Flavour Instant Noodles,Pack,Singapore,4.0,
2124.0,7 Select,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Bowl,Thailand,3.5,
2123.0,Nissin,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,Thailand,5.0,
2122.0,Nissin,Chilli Noodles Stir Fried Holy Basil Flavour,Pack,Thailand,5.0,
2121.0,Nissin,Instant Noodles Moo Manao Flavour,Pack,Thailand,4.0,
2120.0,Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,
2119.0,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.5,
2118.0,Nissin,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Cup,Thailand,3.25,
2117.0,7 Select,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Bowl,Thailand,4.0,
2116.0,Nissin,Instant Noodles Tom Yum Shrimp Saab Flavour,Pack,Thailand,4.0,
2115.0,Nissin,Cup Noodles Moo Manao Flavour,Cup,Thailand,4.0,
2114.0,Nissin,Instant Noodles Minced Pork Flavour,Pack,Thailand,3.5,
2113.0,Nissin,Cup Noodles Seafood Creamy Flavour,Cup,Thailand,4.0,
2112.0,Nissin,Chilli Noodles Spicy Tom Yum Flavour,Pack,Thailand,4.0,
2111.0,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Hong Kong,3.75,
2110.0,Great Value,Vegetarian Flavour Ramen Noodles,Pack,Canada,3.0,
2109.0,Oni Hot Pot,Tuna With Shallot Flavor Noodle,Pack,Taiwan,4.3,
2108.0,Weh Lih,GGE Noodle Snack Wheat Crackers Original Ramen,Pack,Taiwan,1.0,
2107.0,Nissin,Lamen Sabor Frango Assado Com Toque De Limao,Pack,Brazil,4.5,
2106.0,Itomen,Onion Flavor Shoyu Ramen,Pack,Japan,3.5,
2105.0,Maruchan,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,USA,3.0,
2104.0,Wang,Rice Noodle Kimchi Flavor,Bowl,South Korea,4.0,
2103.0,Roland,Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,Pack,USA,0.0,
2102.0,Nissin,Cup Noodles Singapore Laksa,Cup,Japan,5.0,
2101.0,Samyang Foods,Pojangmacha Udon,Pack,South Korea,4.0,
2100.0,Myojo,Mee Goreng Original Flavour,Pack,Singapore,4.0,
2099.0,Sanpo,Yakibuta Ramen,Bowl,Japan,4.0,
2098.0,Nongshim,Kimchi Flavor Noodle Soup,Cup,USA,5.0,
2097.0,CarJEN,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Pack,Malaysia,5.0,
2096.0,Maruchan,Seimen Noukou Toro Tonkotsu,Bowl,Japan,4.0,
2095.0,Nissin,Straits Kitchen Laksa,Pack,Singapore,5.0,
2094.0,Nongshim,Champong Noodle Soup Spicy Seafood Flavor,Pack,South Korea,5.0,
2093.0,Oni Hot Pot,Seaweed Flavour Noodle,Pack,Taiwan,2.0,
2092.0,Doll,Instant Noodle Preserved Vegetable Flavour,Pack,Hong Kong,4.0,
2091.0,MyKuali,Penang Hokkien Prawn Noodle Authentic Taste,Cup,Malaysia,5.0,
2090.0,Nissin,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,Hong Kong,5.0,
2089.0,Nissin,Big Cup Noodles Seafood Curry Flavour,Cup,Hong Kong,5.0,
2088.0,Nissin,Demae Iccho Beef Flavour Instant Noodle,Bowl,Hong Kong,4.0,
2087.0,Nissin,Mie Goreng Indonesia Stir Noodle Original Flavour,Pack,Hong Kong,4.0,
2086.0,Nissin,Demae Ramen Sesame Flavour Instant Noodles,Pack,Hong Kong,5.0,
2085.0,Fuku,Superior Soup Instant Rice Vermicelli,Bowl,Hong Kong,5.0,
2084.0,Nissin,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,Hong Kong,5.0,
2083.0,Nissin,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,Hong Kong,5.0,
2082.0,Nissin,Cup Noodles Pork Chowder Flavour,Cup,Hong Kong,4.0,
2081.0,Nissin,Cup Mifun Spicy Beef Flavour,Cup,Hong Kong,4.0,
2080.0,Fuku,Non-Fried Superior Soup Noodle,Pack,Hong Kong,4.0,
2079.0,Nissin,Nupasta Carbonara Flavour Instant Noodle,Cup,Hong Kong,5.0,
2078.0,Nissin,Demae Iccho Curry Beef Flavour,Cup,Hong Kong,4.0,
2077.0,Nissin,Cup Noodles Big Spicy Seafood Flavour,Cup,Hong Kong,5.0,
2076.0,Nissin,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,Hong Kong,3.75,
2075.0,Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5,
2074.0,Nissin,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,Mexico,3.5,
2073.0,Great Value,Spicy Ramen Noodles,Pack,Canada,4.0,
2072.0,Maruchan,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,USA,5.0,
2071.0,A-Sha Dry Noodle,Tainan Noodle Original Sauce,Pack,Taiwan,5.0,
2070.0,Tokushima Seifun,Negi Ramen,Bowl,Japan,1.75,
2069.0,Doll,Instant Noodle Vegetarian Flavour,Pack,Hong Kong,3.75,
2068.0,Maggi,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,Australia,5.0,
2067.0,Samyang Foods,Fresh Jjajang,Pack,South Korea,4.5,
2066.0,Marutai,Hakata Tonkotsu Ramen,Pack,Japan,5.0,
2065.0,Four Seas,Kung Tak Lam Vegetarian Noodle (Mushroom),Pack,Hong Kong,3.0,
2064.0,Nongshim,Arrabiata Rice Bucatini,Pack,USA,5.0,
2063.0,Mamee,Pepper Noodles Vegetarian,Pack,Hong Kong,3.25,
2062.0,Ottogi,Ramyon Sabor Mariscos,Pack,Mexico,3.75,
2061.0,Kamfen,Dried Mix Noodles Scallop Seafood Flavoured,Tray,Hong Kong,4.25,
2060.0,Nissin,Cup Noodle Light+ Cheese Fondue,Cup,Japan,5.0,
2059.0,Four Seas,Beef And Radish Flavour Instant Noodle,Pack,Hong Kong,2.5,
2058.0,Zow Zow,Instant Noodle Shrimp Tom Yam Flavoured,Pack,Thailand,3.75,
2057.0,Nissin,RapiFideo Sabor A Chile Y Limon,Cup,Mexico,3.75,
2056.0,Koyo,Garlic Pepper Reduced Sodium Ramen,Pack,USA,0.0,
2055.0,Nissin,Tokyo Tokunou Gyokai Tonkotsu,Bowl,Japan,5.0,
2054.0,Suimin,Noodles Curried Prawn Flavour,Cup,Australia,3.25,
2053.0,Maruchan,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,Cup,USA,3.75,
2052.0,Indomie,Pop Mie Mi Instan Cup Rasa Ayam,Cup,Indonesia,3.5,
2051.0,Master Kong,Artificial Pork Ribs Flavour Instant Noodle,Pack,China,3.5,
2050.0,MyKuali,Penang Red Tom Yum Goong Noodle Authentic Taste,Cup,Malaysia,5.0,
2049.0,Ottogi,Ramyon Sabor A Res,Pack,Mexico,4.0,
2048.0,Acecook,Kadomen Koikoku Tonkotsu,Bowl,Japan,3.8,
2047.0,Oni Hot Pot,XO Sauce Noodle,Pack,Taiwan,5.0,
2046.0,E-Zee,Perisa Asam Pedas Mi Segera,Pack,Malaysia,4.0,
2045.0,Great Value,Chicken Style Ramen Noodles,Pack,Canada,3.5,
2044.0,Doll,Hello Kitty Dim Sum Noodle Japanese Soy Sauce Flavour,Cup,Hong Kong,3.0,
2043.0,ORee Garden,Malaysia Green Curry Noodle,Bowl,Malaysia,5.0,
2042.0,Suimin,Noodles Mi Goreng,Cup,Australia,4.3,
2041.0,Master Kong,Tomato Sauce Instant Noodle,Pack,China,4.5,
2040.0,Nissin,Cup Noodles Sabor Franhp Com Requeijao,Cup,Brazil,5.0,
2039.0,Tokushima Seifun,Yakibuta Ramen,Bowl,Japan,5.0,
2038.0,A1,Vegetarian Herbal Noodle,Pack,Malaysia,1.5,
2037.0,Migawon,Hovenia Ramen Vegetable Flavor,Pack,South Korea,3.5,
2036.0,A-Sha Dry Noodle,Hakka BBQ Sauce Noodle,Pack,Taiwan,4.25,
2035.0,Acecook,Maru Uma Curry Udon,Cup,Japan,3.5,
2034.0,Fantastic,Noodles Oriental Flavour,Cup,Australia,3.25,
2033.0,Chaudhary's Wai Wai,Instant Noodles Artificial Chicken & Shrimp Flavored,Pack,India,2.5,
2032.0,Kamfen,Noodle King Artificial Beef Soup Flavored,Bowl,Hong Kong,3.75,
2031.0,CarJEN,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Pack,Malaysia,5.0,
2030.0,Myojo,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,Japan,3.75,
2029.0,Singa-Me,Instant Noodles Beef Flavour,Cup,Australia,2.0,
2028.0,Maruchan,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,Mexico,3.5,
2027.0,Nissin,Shinshu Miso Ramen,Bowl,Japan,5.0,
2026.0,MyKuali,Penang White Curry Authentic Taste Cup,Cup,Malaysia,4.75,
2025.0,Urban Noodle,Authentic Street Food Chow Mein,Cup,UK,2.0,
2024.0,Urban Noodle,Authentic Street Food Pad Thai,Cup,UK,2.5,
2023.0,Urban Noodle,Authentic Street Food Black Bean,Cup,UK,0.0,
2022.0,Urban Noodle,Authentic Street Food Thai Red Curry,Cup,UK,3.0,
2021.0,Urban Noodle,Authentic Street Food Satay,Cup,UK,5.0,
2020.0,Kang Shi Fu,Artificial Roasted Beef,Pack,China,3.5,
2019.0,Acecook,Seabura Tonkotsu Ramen,Cup,Japan,3.75,
2018.0,Pulmuone,Noodle With Spicy Oyster Soup,Pack,South Korea,4.0,
2017.0,Samyang Foods,Honey & Cheese Big Bowl,Bowl,South Korea,0.0,
2016.0,Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5,
2015.0,E-Zee,Perisa Kari Mi Segera (Improved Taste),Pack,Malaysia,5.0,
2014.0,Oni Hot Pot,Ghost Pepper Noodle,Pack,Taiwan,4.5,
2013.0,Great Value,Beef Style Ramen Noodles,Pack,Canada,3.5,
2012.0,MAMA,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2.0,
2011.0,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2.0,
2010.0,MAMA,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75,
2009.0,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,3.0,
2008.0,Sichuan Baijia,Hot spicy Flavor Instant Vermicelli,Bowl,China,3.5,
2007.0,Nongshim,Rice Fettucini Alfredo,Pack,United States,3.75,
2006.0,Kamfen,Wonton Noodles Beef Flavour,Bowl,Hong Kong,3.75,
2005.0,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.5,
2004.0,Nissin,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,3.75,
2003.0,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5.0,
2002.0,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,
2001.0,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,4.0,
2000.0,Nissin,Chikin Ramen Donburi,Bowl,Japan,5.0,
1999.0,Nissin,Curry Udon,Cup,Japan,5.0,
1998.0,Nissin,Men Shokunin Shoyu,Bowl,Japan,5.0,
1997.0,Nissin,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,Japan,4.3,
1996.0,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4.0,
1995.0,Nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5.0,
1994.0,Nissin,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,Japan,5.0,
1993.0,Nissin,Raoh Tonkotsu,Pack,Japan,5.0,
1992.0,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,
1991.0,Nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,5.0,
1990.0,Nissin,Cup Noodle,Cup,Japan,5.0,
1989.0,MyKuali,Penang White curry Noodle Authentic Taste,Pack,Malaysia,5.0,
1988.0,MAMA,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5,
1987.0,Nissin,Yokohama Walker Iekei Ramen,Bowl,Japan,4.5,
1986.0,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,4.25,
1985.0,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5.0,
1984.0,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5.0,
1983.0,Tokushima Seifun,Tokushima Ramen,Pack,Japan,4.0,
1982.0,Master Kong,Assorted Pork Bone Noodle,Pack,China,4.0,
1981.0,MyKuali,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5.0,
1980.0,Suimin,Noodles Witrh Prawn & Chicken Flavour,Cup,Australia,3.5,
1979.0,Nissin,BIG Cup Noodle Ajillo,Cup,Japan,3.0,
1978.0,CarJEN,Nyonya Curry Laksa (Improved Taste),Pack,Malaysia,5.0,
1977.0,MyOri,Malaysia Penang Green Curry Vermicelli (New Package),Pack,Malaysia,5.0,
1976.0,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4.25,
1975.0,Nissin,Soba Fried Noodles Classic,Pack,Germany,3.25,
1974.0,Samyang Foods,Cheese Curry Ramyun,Pack,South Korea,5.0,
1973.0,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25,
1972.0,Doll,Spicy Flavour Instant Mifun,Pack,Hong Kong,2.75,
1971.0,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5,
1970.0,MyOri,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5.0,
1969.0,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,USA,4.75,
